publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2019p722411,earthquake,2019-09-25T07:00:39.896Z,2019-10-21T03:02:04.192Z,174.9819489,-35.81042099,2.588174896,6.101545334,M,,LOCSAT,confirmed,manual,iasp91,25,14,9,0.5328575373,201.6931,0.7171020939,0
2019p701659,earthquake,2019-09-17T14:44:16.126Z,2019-09-17T14:48:54.383Z,175.0105896,-35.80443192,2.164806405,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,18,12,5,0.5568925738,204.5418243,0.5319706247,0
2019p686483,quarry blast,2019-09-11T23:58:22.000Z,2019-09-12T00:02:40.606Z,175.0183,-36.9622,1.000878182,0,M,,,confirmed,manual,,0,0,5,0,0,0.6321219798,0
2019p668117,quarry blast,2019-09-05T04:52:56.000Z,2019-09-05T05:00:45.107Z,175.06,-37.61,1.950491237,0,M,,,confirmed,manual,,0,0,6,0,0,0.5825285987,0
2019p658737,earthquake,2019-09-01T17:35:20.854Z,2019-09-01T17:38:59.652Z,175.1516418,-37.94460678,2.030556829,98.59887695,M,,LOCSAT,confirmed,manual,iasp91,11,8,2,0.6134237647,259.847641,0.5027448714,0
2019p649210,quarry blast,2019-08-29T04:59:20.946Z,2019-09-17T05:04:55.877Z,175.1134644,-37.61322784,1.881906107,0,M,operator assigned,LOCSAT,confirmed,manual,iasp91,9,9,6,0.3298305273,132.8083038,0.171469046,0
2019p637984,earthquake,2019-08-25T01:17:54.345Z,2019-09-15T21:35:03.452Z,175.6235352,-37.64546967,2.451524335,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,17,13,6,0.1170570552,71.47674751,0.477424569,0
2019p596908,earthquake,2019-08-09T20:32:57.118Z,2019-08-09T20:39:40.202Z,174.9729004,-35.93677902,2.32648772,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,18,14,6,0.5020578504,186.5561066,0.7871863648,0
2019p557323,quarry blast,2019-07-26T05:02:12.000Z,2019-07-26T05:27:46.240Z,175.0183,-36.9622,1.1048279,0,M,,,confirmed,manual,,0,0,5,0,0,0.617048118,0
2019p549040,quarry blast,2019-07-23T03:28:32.000Z,2019-07-23T03:41:51.601Z,175.06,-37.61,2.051111072,0,M,,,confirmed,manual,,0,0,13,0,0,0.5057386906,0
2019p540790,earthquake,2019-07-20T02:12:48.798Z,2019-07-20T02:20:17.912Z,175.596344,-37.97910309,2.524360186,238.3479767,M,,LOCSAT,confirmed,manual,iasp91,25,13,6,1.226876259,276.8411865,0.5356992448,0
2019p532835,quarry blast,2019-07-17T03:34:53.000Z,2019-07-17T03:53:52.450Z,175.06,-37.61,2.141204226,0,M,,,confirmed,manual,,0,0,7,0,0,0.4734597118,0
2019p511371,quarry blast,2019-07-09T04:58:57.545Z,2019-07-09T05:01:06.320Z,175.025238,-36.96302414,1.295205754,0,M,,LOCSAT,confirmed,manual,iasp91,10,10,7,0.07862921804,97.90791321,0.4461591945,0
2019p511322,quarry blast,2019-07-09T04:32:27.000Z,2019-07-09T04:37:26.571Z,175.06,-37.61,1.902228228,0,M,,,confirmed,manual,,0,0,7,0,0,0.5276763759,0
2019p499126,earthquake,2019-07-04T16:14:43.234Z,2019-07-04T16:17:17.756Z,174.9925537,-36.38130951,1.567524009,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,12,8,4,0.2537778914,120.9959946,0.3652318632,0
2019p491187,earthquake,2019-07-01T17:44:35.856Z,2019-07-29T05:29:45.120Z,175.5456848,-37.46505356,2.855075316,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,29,19,13,0.2677159905,104.0021944,0.5380256805,0
2019p491184,earthquake,2019-07-01T17:43:19.212Z,2019-07-01T17:50:57.516Z,175.5428772,-37.47151947,2.265907024,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,15,10,7,0.2610296905,112.1166992,0.4721809948,0
2019p476251,quarry blast,2019-06-26T05:06:57.000Z,2019-06-26T05:38:06.593Z,175.02,-36.96,0.9208132795,0,M,,,confirmed,manual,,0,0,6,0,0,0.8176839589,0
2019p463042,earthquake,2019-06-21T07:49:14.942Z,2019-06-21T07:53:38.267Z,174.9657135,-36.64696121,0.7954821847,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,9,6,3,0.1170004979,111.7464142,0.3383367133,0
2019p454619,quarry blast,2019-06-18T05:01:26.364Z,2019-06-18T05:05:29.721Z,175.0053864,-36.95471573,0.9742906095,0,M,,LOCSAT,confirmed,manual,iasp91,7,7,7,0.06216618791,109.1714172,0.3713476998,0
2019p451237,earthquake,2019-06-16T22:59:19.557Z,2019-07-09T22:15:43.181Z,174.983429,-35.81584549,2.742826787,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,26,15,9,0.5327364802,201.2389984,0.8106686335,0
2019p450976,earthquake,2019-06-16T20:40:12.359Z,2019-07-09T21:36:58.484Z,175.0154266,-35.80579758,2.559629313,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,14,10,6,0.5603781939,204.785675,0.6163975681,0
2019p441704,earthquake,2019-06-13T10:20:22.126Z,2019-06-13T10:22:51.849Z,175.0106049,-35.83394241,2.064048299,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,15,10,6,0.55046767,201.4581604,0.4914571827,0
2019p436390,earthquake,2019-06-11T11:08:58.422Z,2019-06-11T11:12:16.593Z,175.5965729,-37.72844696,1.937908677,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,22,12,7,0.07514952123,84.43205309,0.5310333132,0
2019p435691,quarry blast,2019-06-11T04:56:10.534Z,2019-06-11T04:59:32.951Z,175.1126099,-37.61448288,1.696425923,1.073754072,M,,LOCSAT,confirmed,manual,iasp91,10,10,5,0.3300182521,132.9417114,0.1660532617,0
2019p431815,earthquake,2019-06-09T18:31:14.376Z,2019-06-09T18:33:42.259Z,174.9525757,-35.80580902,2.056065961,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,11,9,4,0.5109202266,199.9633484,0.3961016844,0
2019p429162,earthquake,2019-06-08T18:57:36.381Z,2019-06-08T19:00:21.081Z,174.9464417,-35.80137253,2.259330468,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,13,11,7,0.5073009133,199.9747009,0.58099235,0
2019p416012,earthquake,2019-06-03T22:11:14.302Z,2019-07-01T02:49:07.375Z,174.9263306,-35.82653809,2.455648987,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,17,11,7,0.4851234853,195.8428192,0.6076197404,0
2019p408355,earthquake,2019-06-01T02:11:34.577Z,2019-06-26T23:45:49.245Z,174.9292603,-35.81913757,2.101512768,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,15,10,3,0.4892076552,196.8483734,0.5077730707,0
2019p405558,earthquake,2019-05-31T01:21:27.349Z,2019-05-31T01:26:47.854Z,175.0488586,-37.14960861,1.467686444,16.48660851,M,,LOCSAT,confirmed,manual,iasp91,10,6,5,0.1005852893,221.4591331,0.4751361975,0
2019p400213,earthquake,2019-05-29T01:53:48.447Z,2019-06-24T22:54:08.705Z,174.9345245,-35.81910324,2.249342084,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,14,8,5,0.4933633804,239.7231445,0.6823850502,0
2019p398006,earthquake,2019-05-28T06:18:00.572Z,2019-05-28T06:31:47.818Z,174.9444427,-35.8118515,2.544727536,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,17,13,8,0.5029757023,198.7288361,0.5779685078,0
2019p382613,earthquake,2019-05-22T13:36:31.757Z,2019-05-22T13:40:28.307Z,174.9643707,-35.77067184,2.077134898,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,14,10,5,0.5296105742,204.4281769,0.7041799965,0
2019p360993,earthquake,2019-05-14T13:37:29.402Z,2019-05-15T07:53:49.828Z,174.9911652,-35.8428688,1.816136898,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,15,10,4,0.5332803726,198.9524994,0.4560181002,0
2019p330284,quarry blast,2019-05-03T04:56:00.000Z,2019-05-30T04:10:15.077Z,175,-36.943,0.6573634244,0,M,,,confirmed,manual,,0,0,5,0,0,0.6001441003,0
2019p328686,earthquake,2019-05-02T14:44:23.723Z,2019-05-02T14:48:05.981Z,174.9474182,-35.77374649,2.326595856,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,19,15,11,0.5162278414,202.8791504,0.6137679217,0
2019p325466,earthquake,2019-05-01T10:08:22.723Z,2019-05-01T10:10:58.281Z,175.0348816,-36.73898315,1.451855996,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,21,12,8,0.09606382996,84.74537659,0.2535190589,0
2019p323008,earthquake,2019-04-30T12:19:06.387Z,2019-05-23T05:27:37.232Z,174.9705963,-35.7865181,2.575830107,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,26,17,12,0.5303142071,203.2937164,0.7767895221,0
2019p314319,earthquake,2019-04-27T07:09:26.089Z,2019-04-27T07:37:13.635Z,175.6552887,-37.73962402,2.055392041,236.2785797,M,,LOCSAT,confirmed,manual,iasp91,23,17,7,0.4802221656,288.3391724,0.2237770242,0
2019p312381,earthquake,2019-04-26T13:56:41.391Z,2019-04-26T14:12:11.595Z,175.4733887,-38.02502823,1.938279073,109.5051117,M,,LOCSAT,confirmed,manual,iasp91,16,12,6,0.2944417298,143.8883448,0.4685171244,0
2019p310701,earthquake,2019-04-25T23:01:33.200Z,2019-05-22T02:45:53.794Z,174.9645844,-35.7918396,2.69774403,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,21,13,10,0.5241121054,202.3016663,0.7214206984,0
2019p307064,earthquake,2019-04-24T14:43:58.514Z,2019-04-24T14:46:06.978Z,174.964447,-35.79471588,2.000387004,5.638445854,M,,LOCSAT,confirmed,manual,iasp91,12,9,5,0.5232012272,201.9961243,0.3647191221,0
2019p304445,earthquake,2019-04-23T15:28:21.724Z,2019-04-23T15:33:22.348Z,174.9360504,-35.80918121,2.165851054,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,21,13,8,0.4970754981,198.3972778,0.7422816704,0
2019p293988,earthquake,2019-04-19T18:37:18.444Z,2019-04-19T18:42:55.076Z,174.9615936,-35.79854202,2.326897085,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,17,10,7,0.5199218988,201.3887482,0.4532709336,0
2019p285525,earthquake,2019-04-16T15:27:53.060Z,2019-04-16T15:33:41.313Z,175.0087128,-35.72481918,2.211772123,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,15,13,7,0.5630033612,212.1410828,0.6872882524,0
2019p284268,earthquake,2019-04-16T04:18:02.258Z,2019-04-16T05:27:03.491Z,174.9828033,-35.76223755,2.394146467,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,12,10,6,0.5472040176,206.6327362,0.4407471454,0
2019p281532,earthquake,2019-04-15T04:00:18.328Z,2019-05-12T05:14:56.476Z,174.9274597,-35.79640198,3.088743041,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,25,18,13,0.4938904941,199.1154633,0.6262109315,0
2019p280138,earthquake,2019-04-14T15:37:46.321Z,2019-04-14T15:41:15.478Z,175.6660614,-37.68560028,1.939731138,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,16,11,5,0.1378881037,92.71978307,0.3218000727,0
2019p279688,earthquake,2019-04-14T11:38:09.250Z,2019-05-09T05:26:39.154Z,174.9439087,-35.77313614,2.777137601,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,29,17,11,0.5133242011,202.6865234,0.6534803444,0
2019p234546,earthquake,2019-03-28T18:46:13.663Z,2019-03-28T19:06:26.632Z,175.3101501,-37.02699661,1.632397189,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,14,9,7,0.1418787837,159.0449362,0.4196392534,0
2019p222741,earthquake,2019-03-24T09:56:29.640Z,2019-04-03T22:02:46.868Z,174.9419403,-35.80681229,2.732598834,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,23,14,11,0.502317071,199.076004,0.6481270371,0
2019p222051,earthquake,2019-03-24T03:49:07.087Z,2019-04-03T21:34:16.212Z,174.9839325,-35.70051193,2.712439338,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,12,7,6,0.5430263281,236.8335114,0.4898890797,0
2019p215048,earthquake,2019-03-21T13:38:00.571Z,2019-03-21T13:41:31.968Z,174.9815674,-35.77679062,2.21540786,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,15,11,7,0.541703403,205.0980072,0.6011010566,0
2019p211252,quarry blast,2019-03-20T03:55:26.769Z,2019-03-20T03:59:37.580Z,175.0023499,-36.96834946,0.7204742707,0,M,,LOCSAT,confirmed,manual,iasp91,9,9,5,0.06152876094,99.02735901,0.4968313841,0
2019p205271,earthquake,2019-03-17T22:48:42.050Z,2019-03-17T22:57:40.747Z,175.602356,-37.97483826,2.027087224,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,21,17,6,1.102082849,237.1605225,1.035568773,0
2019p198295,earthquake,2019-03-15T08:52:04.609Z,2019-03-15T08:59:09.135Z,175.584198,-37.66345596,1.608372569,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,19,14,6,0.09385119379,119.7450714,0.3650323192,0
2019p197893,earthquake,2019-03-15T05:17:36.118Z,2019-03-15T05:48:13.075Z,174.9611969,-35.79452515,2.127253434,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,14,10,6,0.5207163095,201.7736664,0.948578846,0
2019p193224,earthquake,2019-03-13T11:50:03.384Z,2019-03-26T21:08:10.265Z,174.9514313,-35.80685043,2.57051719,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,28,16,12,0.5097504258,199.7696991,0.791272992,0
2019p190873,earthquake,2019-03-12T14:57:26.093Z,2019-03-12T15:00:16.501Z,174.9660492,-35.82202911,2.19067559,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,17,11,6,0.5175693035,240.3084106,0.8398228357,0
2019p190496,earthquake,2019-03-12T11:36:32.954Z,2019-03-12T11:41:53.075Z,174.9955597,-35.78039551,2.184350095,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,14,10,7,0.5515112281,205.8009338,0.7912022955,0
2019p188944,earthquake,2019-03-11T21:49:41.998Z,2019-03-25T04:47:09.585Z,174.957428,-35.79215622,2.696274137,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,18,12,8,0.5184434056,201.7378082,0.8519138565,0
2019p188748,earthquake,2019-03-11T20:05:11.220Z,2019-03-25T04:30:32.462Z,174.9509735,-35.79414749,2.669679019,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,15,11,6,0.5128474832,201.0568085,0.5249562087,0
2019p188141,earthquake,2019-03-11T14:41:51.858Z,2019-03-25T03:48:12.402Z,174.9574432,-35.79776764,2.017566188,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,16,10,7,0.5168877244,201.1603851,0.9389462636,0
2019p163579,earthquake,2019-03-02T12:35:15.815Z,2019-03-07T04:00:21.361Z,174.9506531,-35.80276871,2.868043359,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,21,15,11,0.5102191567,200.1388702,0.5377495476,0
2019p163547,earthquake,2019-03-02T12:18:14.075Z,2019-03-02T12:22:54.612Z,174.9455719,-35.81287003,1.808985893,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,16,12,7,0.5036060214,198.7042694,0.4347599217,0
2019p162399,earthquake,2019-03-02T02:06:22.695Z,2019-03-02T02:09:59.412Z,174.9766235,-35.82209396,2.336483747,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,16,10,7,0.5259259343,200.0570221,0.542000393,0
2019p155735,earthquake,2019-02-27T14:55:53.187Z,2019-02-27T15:08:58.523Z,174.9997406,-35.82051086,2.311198079,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,21,14,9,0.5445953012,202.0180054,0.3187031202,0
2019p140711,earthquake,2019-02-22T01:30:58.922Z,2019-02-28T04:02:51.887Z,174.9598083,-35.81474686,3.417383793,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,23,15,12,0.5143523812,199.5622559,0.4209067414,0
2019p139992,earthquake,2019-02-21T19:08:04.586Z,2019-02-28T03:48:16.203Z,174.1134644,-35.82676315,3.05834105,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,16,13,8,0.1995673627,163.4412689,0.4440120756,0
2019p139848,earthquake,2019-02-21T17:51:29.063Z,2019-02-21T18:07:43.132Z,174.9412842,-35.85214615,2.064129774,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,13,9,5,0.4917497039,194.1348877,0.6340942898,0
2019p125982,earthquake,2019-02-16T14:44:02.701Z,2019-02-25T22:48:27.242Z,174.9670258,-35.82444382,2.564427212,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,28,18,10,0.5177990794,199.0763855,0.8748242485,0
2019p121012,earthquake,2019-02-14T18:35:22.913Z,2019-02-24T21:28:58.788Z,174.9553986,-35.80860138,2.760803149,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,27,17,13,0.5124136806,199.8801117,0.7858707398,0
2019p120743,earthquake,2019-02-14T16:12:22.855Z,2019-02-14T16:19:04.476Z,174.9507751,-35.81139755,2.269410639,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,13,9,6,0.5080692172,199.2434845,0.5386739418,0
2019p115123,earthquake,2019-02-12T14:18:21.299Z,2019-02-13T02:18:40.998Z,174.9601898,-35.8408699,2.131500669,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,11,7,3,0.5089404583,196.7869568,0.3656648137,0
2019p111840,earthquake,2019-02-11T09:08:47.028Z,2019-02-21T03:34:53.309Z,174.958313,-35.78849411,3.531678052,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,28,18,13,0.5201848149,202.1787109,0.6827279716,0
2019p110208,earthquake,2019-02-10T18:38:59.120Z,2019-02-20T22:50:58.366Z,174.9309692,-35.78535461,2.869293532,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,19,13,9,0.4999150038,200.5098114,0.8175198945,0
2019p110168,earthquake,2019-02-10T18:17:37.795Z,2019-02-20T22:47:50.687Z,174.9627686,-35.78491592,3.483759472,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,21,15,12,0.5246950388,202.8735199,0.6206878068,0
2019p109948,earthquake,2019-02-10T16:20:30.218Z,2019-02-20T22:41:48.414Z,174.9512482,-35.80407715,2.68639354,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,21,11,7,0.5103361607,200.0462341,0.5424657319,0
2019p109034,earthquake,2019-02-10T08:13:24.338Z,2019-02-20T21:46:51.081Z,174.9347839,-35.7956543,2.661719597,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,15,9,6,0.4998060763,218.1621399,0.3372843263,0
2019p108878,earthquake,2019-02-10T06:50:02.146Z,2019-02-10T07:09:32.791Z,174.9657135,-35.7951889,4.14820937,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,26,20,12,0.5240598917,202.042038,0.4172732883,0
2019p103116,earthquake,2019-02-08T03:40:43.255Z,2019-02-20T01:20:18.336Z,174.9299011,-35.81513596,3.310896933,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,20,14,10,0.4907115698,197.3210449,0.8471297549,0
2019p101431,earthquake,2019-02-07T12:42:49.816Z,2019-02-19T04:46:14.583Z,174.9281769,-35.81579208,2.848090034,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,23,15,10,0.489189893,197.1266327,0.4648347472,0
2019p100497,earthquake,2019-02-07T04:25:04.519Z,2019-02-19T03:52:38.000Z,174.9433899,-35.78388596,2.899845947,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,23,14,8,0.5099757314,201.5567017,0.7063830495,0
2019p100144,quarry blast,2019-02-07T01:16:52.000Z,2019-02-07T01:29:23.070Z,175.08,-37.61,1.81196662,0,M,,,confirmed,manual,,0,0,2,0,0,0.5554463686,0
2019p091722,earthquake,2019-02-03T22:29:46.645Z,2019-02-18T04:15:02.272Z,174.9750824,-35.78670883,3.171616632,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,27,15,12,0.5337520242,203.6109009,0.5152185016,0
2019p087392,earthquake,2019-02-02T08:02:57.424Z,2019-02-02T08:08:47.880Z,174.9496613,-35.80683517,2.171428367,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,17,12,9,0.5083656907,199.640625,0.5295431654,0
2019p082433,earthquake,2019-01-31T12:00:50.621Z,2019-01-31T12:05:58.635Z,174.9656372,-35.8080368,2.508888134,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,20,15,11,0.5206049085,200.7041626,0.7295360369,0
2019p061524,earthquake,2019-01-23T18:20:09.183Z,2019-02-10T03:31:11.867Z,174.97612,-35.80189514,3.365549789,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,26,16,12,0.5304144621,202.1340027,0.4371943219,0
2019p056937,quarry blast,2019-01-22T01:36:27.898Z,2019-02-08T03:20:55.522Z,175.0848694,-37.60317993,1.983128885,0,M,operator assigned,LOCSAT,confirmed,manual,iasp91,5,5,1,0.3546284437,171.5910475,0.09260898652,0
2019p037793,earthquake,2019-01-14T23:36:35.208Z,2019-01-15T00:04:11.827Z,174.9880981,-35.81348038,2.126380103,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,10,7,5,0.5369790196,201.8470154,0.292543025,0
2019p035893,earthquake,2019-01-14T06:43:50.972Z,2019-01-14T06:50:28.593Z,174.9912262,-35.81654739,2.319301567,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,16,10,6,0.5387399793,201.7683868,0.4755084717,0
2019p035032,earthquake,2019-01-13T23:05:11.937Z,2019-01-13T23:33:51.292Z,174.9661407,-35.81725693,2.439991733,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,12,7,5,0.5187476277,199.7728271,0.4260765416,0
2019p031041,earthquake,2019-01-12T11:38:49.860Z,2019-02-04T02:43:11.654Z,174.9855652,-35.79893112,2.921310001,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,26,16,13,0.538598597,203.1590729,0.7124518433,0
2019p024896,earthquake,2019-01-10T05:04:37.498Z,2019-02-01T01:50:18.465Z,174.9449463,-35.80825806,2.890498762,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,26,15,11,0.5042952895,199.1443329,0.7786415986,0
2019p023179,earthquake,2019-01-09T13:50:06.712Z,2019-01-31T04:07:27.594Z,174.9679413,-35.81358337,2.930751111,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,22,15,12,0.5210466385,200.2961578,0.412727768,0
2019p021879,earthquake,2019-01-09T02:17:38.777Z,2019-01-31T03:50:34.467Z,174.9536133,-35.79617691,2.728686632,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,20,13,7,0.5143361092,201.0415955,0.5872424627,0
2019p020704,earthquake,2019-01-08T15:51:13.756Z,2019-01-08T16:42:52.715Z,174.9640503,-35.81110382,2.089041278,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,22,13,6,0.5185883045,200.2637177,0.3230561154,0
2019p020573,earthquake,2019-01-08T14:41:48.407Z,2019-01-08T14:59:14.845Z,174.9849396,-35.79188538,2.249273467,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,19,14,11,0.539994061,203.8312378,0.5833917448,0
2019p016841,earthquake,2019-01-07T05:32:58.144Z,2019-01-30T21:29:00.215Z,174.9802704,-35.82098007,2.265843371,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,19,13,9,0.5290637016,200.4547119,0.4858471507,0
2019p015923,earthquake,2019-01-06T21:23:49.722Z,2019-01-30T04:34:53.158Z,174.9588928,-35.80355072,2.862578717,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,19,12,8,0.5164673328,200.6677856,0.4182368352,0
2019p015837,earthquake,2019-01-06T20:38:27.956Z,2019-01-06T20:44:39.512Z,174.9657898,-35.82142639,2.662977507,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,20,11,10,0.517501533,199.3042908,0.4249078726,0
2019p009810,earthquake,2019-01-04T15:07:05.686Z,2019-01-29T21:38:38.760Z,174.952179,-35.78933334,2.349925034,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,22,14,7,0.515170157,201.6407623,0.733796355,0
2019p008069,earthquake,2019-01-03T23:39:38.502Z,2019-01-29T02:25:58.780Z,174.9490509,-35.78064346,2.80282737,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,12,9,7,0.5153502226,202.2992554,0.7430285278,0
2019p005529,earthquake,2019-01-03T01:06:11.923Z,2019-01-29T01:10:21.849Z,174.9602814,-35.78747559,2.520532058,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,17,12,7,0.5220119357,202.428421,0.5102459503,0
2019p004259,earthquake,2019-01-02T13:49:38.207Z,2019-01-02T13:55:27.808Z,174.929306,-35.80744171,1.852151604,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,16,11,7,0.4922519922,198.0921936,0.5879134561,0
2019p004126,earthquake,2019-01-02T12:38:37.954Z,2019-01-28T19:52:04.298Z,174.9483795,-35.7953186,4.034009865,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,25,16,13,0.5104938149,200.7453613,0.5365615431,0
2019p001104,earthquake,2019-01-01T09:48:30.675Z,2019-01-28T02:06:31.445Z,175.0070953,-35.80028915,2.830508337,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,29,17,13,0.5551652908,204.6896362,0.6980814995,0
2019p000694,earthquake,2019-01-01T06:10:11.517Z,2019-01-01T06:17:06.214Z,174.9854279,-35.80844498,2.172723595,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,17,10,6,0.5360814929,202.1659546,0.5048555842,0
2019p000514,earthquake,2019-01-01T04:33:59.103Z,2019-01-28T01:11:05.599Z,174.97995,-35.78659058,2.549178536,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,18,14,9,0.5375778675,203.9898987,0.5629667343,0
